router,latitude,longitude,type
R2553,39.045651,-42.992458,customer
R2554,38.323155,-39.944397,internal
R2555,40.557437,-51.069338,internal
R2556,40.812089,-42.018775,customer
R2557,40.361829,-44.014555,internal
R2558,39.918549,-44.229615,internal
R2559,42.475674,-40.777257,customer
R2560,41.347155,-39.323760,customer
R2561,42.887607,-40.605291,customer
R2562,40.255947,-44.065060,internal
R2563,40.612837,-44.100969,customer
R2564,38.374791,-41.592250,customer
R2565,40.353092,-42.909648,customer
R2566,39.570838,-38.996086,customer
R2567,40.980350,-39.198661,customer
R2568,42.055421,-41.883736,customer
R2569,37.191610,-43.102345,customer
R2570,39.529316,-42.469276,customer
R2571,38.870257,-43.514414,internal
R2572,41.996917,-41.970845,customer
R2573,39.687610,-43.866613,customer
R2574,42.933728,-40.412390,customer
R2575,39.633516,-40.139013,customer
R2576,37.034099,-42.832637,customer
R2577,38.995265,-41.897522,customer
R2578,40.548492,-43.250188,customer
R2579,41.262346,-41.133309,customer
R2580,38.451244,-42.694607,customer
R2581,38.354875,-40.180334,internal
R2582,41.697368,-37.445882,customer
R2583,40.520991,-44.483658,customer
R2584,38.527794,-39.811689,customer
R2585,38.459527,-44.226377,customer
R2586,40.335368,-38.446426,customer
R2587,42.420323,-40.376391,customer
R2588,38.274643,-40.074132,internal
R2589,37.992932,-42.045178,internal
R2590,38.398614,-42.042587,customer
R2591,41.134658,-39.742385,customer
R2592,41.231104,-37.628004,customer
R2593,37.534545,-41.816743,customer
R2594,43.385578,-38.875239,internal
R2595,38.759511,-43.439879,customer
R2596,41.544382,-37.632008,internal
R2597,39.037725,-41.210295,customer
R2598,39.952177,-38.679743,internal
R2599,39.580366,-44.753523,customer
R2600,38.715886,-39.859612,internal
R2601,41.028295,-41.189777,customer
R2602,41.718721,-38.545633,internal
R2603,39.053136,-43.669959,customer
R2604,37.907372,-40.555713,customer
R2605,38.670674,-42.497847,customer
R2606,37.118337,-42.972647,customer
R2607,42.285942,-41.221910,customer
R2608,21.916395,-148.023214,internal
R2609,40.336019,-39.778916,customer
R2610,37.872389,-41.772248,internal
R2611,39.743824,-43.884099,customer
R2612,41.247318,-37.644104,customer
R2613,41.239335,-42.135187,customer
R2614,39.824584,-42.746510,customer
R2615,39.169515,-42.296669,customer
R2616,38.493546,-42.712796,internal
R2617,40.260820,-43.805769,customer
R2618,42.385434,-37.976218,customer
R2619,40.443794,-41.339196,customer
R2620,40.544231,-43.909931,customer
R2621,42.947454,-38.662857,customer
R2622,37.253205,-39.040196,customer
R2623,38.230024,-42.524157,customer
R2624,40.687491,-43.517326,internal
R2625,38.202200,-39.481742,customer
R2626,42.451759,-41.071642,customer
R2627,40.259308,-43.866025,customer
R2628,28.152290,-127.853794,internal
R2629,41.351781,-42.006134,customer
R2630,40.583576,-43.278291,customer
R2631,42.778721,-42.407284,customer
R2632,37.377991,-39.276795,customer
R2633,39.993096,-44.034171,internal
R2634,39.406964,-42.038376,customer
R2635,40.907912,-44.645562,customer
R2636,38.144046,-39.675331,internal
R2637,41.704939,-37.091418,customer
R2638,40.285498,-38.114068,customer
R2639,39.070046,-42.390211,internal
R2640,41.149384,-39.184161,customer
R2641,39.986288,-37.497374,customer
R2642,40.006377,-39.702343,customer
R2643,41.348732,-41.028686,customer
R2644,37.108487,-39.114934,customer
R2645,43.060361,-42.297341,customer
R2646,41.665747,-38.136464,customer
R2647,40.320938,-44.363112,internal
R2648,40.463817,-43.943447,customer
R2649,30.972045,-29.266156,internal
R2650,36.788053,-39.783990,customer
R2651,38.616008,-39.848374,customer
R2652,38.227773,-40.120996,internal
R2653,40.906577,-43.113466,customer
R2654,40.442479,-42.074363,customer
R2655,43.344730,-39.230766,internal
R2656,39.933594,-42.796053,customer
R2657,36.788533,-38.717942,customer
R2658,41.352254,-41.281705,customer
R2659,38.697019,-39.814395,customer
R2660,40.306761,-44.888293,customer
R2661,39.940286,-40.429280,customer
R2662,43.016895,-40.969675,customer
R2663,39.267862,-40.417900,customer
R2664,38.746137,-39.980186,customer
R2665,38.691397,-40.364791,customer
R2666,41.747766,-37.660650,internal
R2667,40.556900,-38.684578,internal
R2668,40.325103,-43.638831,internal
R2669,38.099562,-42.915222,customer
R2670,40.103699,-38.448043,internal
R2671,43.023028,-37.361365,customer
R2672,41.226696,-37.657493,customer
R2673,36.224477,-42.564925,internal
R2674,37.536357,-42.266760,customer
R2675,38.153714,-42.514285,customer
R2676,40.660193,-43.822249,customer
R2677,38.423536,-39.789765,internal
R2678,39.726492,-44.527185,customer
R2679,40.010810,-44.069733,customer
R2680,40.464921,-43.636984,customer
R2681,37.825429,-41.741940,customer
R2682,36.533218,-41.413760,customer
R2683,40.191266,-44.191967,customer
R2684,40.553641,-41.473414,customer
R2685,41.381907,-39.531941,customer
R2686,38.339078,-44.092432,customer
R2687,37.545233,-40.672931,customer
R2688,41.896168,-42.323696,customer
R2689,42.510331,-40.667277,internal
R2690,41.650335,-37.512310,internal
R2691,40.338650,-42.569079,customer
R2692,41.439870,-37.533954,customer
R2693,38.153130,-48.742659,internal
R2694,41.924297,-42.212488,customer
R2695,40.699473,-43.591035,internal
R2696,40.321185,-39.283765,customer
R2697,39.006572,-41.984696,customer
R2698,40.167907,-44.552528,internal
R2699,37.746348,-41.316252,internal
R2700,40.002452,-37.274340,customer
R2701,39.146560,-42.808144,internal
R2702,42.404120,-41.115084,internal
R2703,42.734104,-41.159644,customer
R2704,38.501662,-39.162369,customer
R2705,37.587791,-37.819429,customer
R2706,41.207583,-42.893421,customer
R2707,40.490397,-43.512361,internal
R2708,39.838432,-44.017559,internal
R2709,40.268956,-37.640014,customer
R2710,39.332099,-38.839475,customer
R2711,39.759497,-43.975650,customer
R2712,38.949226,-42.536140,customer
R2713,41.307144,-37.486978,internal
R2714,40.094514,-43.665524,internal
R2715,38.209515,-40.214543,internal
R2716,38.756690,-41.657835,customer
R2717,39.495106,-38.514565,customer
R2718,38.765893,-39.753081,customer
R2719,37.605560,-42.668825,customer
R2720,37.408508,-41.783987,customer
R2721,40.063193,-37.472339,internal
R2722,40.891509,-42.898494,customer
R2723,39.664923,-43.235684,customer
R2724,37.999546,-42.065760,internal
R2725,40.642942,-36.481908,internal
R2726,41.439585,-46.272718,internal
R2727,40.853509,-44.044329,customer
R2728,37.848155,-41.805606,internal
R2729,40.753914,-43.469839,customer
R2730,39.669145,-43.673768,customer
R2731,40.384901,-44.019378,internal
R2732,37.039259,-34.540893,internal
R2733,37.659932,-41.765619,customer
R2734,41.477984,-37.677879,customer
R2735,41.308541,-42.444514,customer
R2736,38.012831,-40.592797,customer
R2737,40.490539,-43.402073,internal
R2738,39.642838,-43.976580,customer
R2739,40.294134,-44.355395,internal
R2740,39.805792,-41.279814,customer
R2741,40.462950,-41.058625,customer
R2742,36.964536,-41.417937,customer
R2743,38.846627,-42.426062,customer
R2744,41.448515,-41.279081,internal
R2745,41.724045,-37.518023,internal
R2746,42.419860,-40.757697,customer
R2747,41.000996,-36.494028,customer
R2748,39.493519,-44.389917,customer
R2749,41.209198,-41.089769,internal
R2750,37.014674,-39.350835,customer
R2751,38.926252,-39.256458,customer
R2752,42.356534,-40.680955,internal
R2753,37.528421,-37.393277,internal
R2754,42.604466,-41.125311,customer
R2755,39.906429,-38.414163,customer
R2756,41.648213,-38.951630,customer
R2757,40.936726,-39.974952,customer
R2758,41.608751,-37.279948,customer
R2759,42.258492,-37.004555,customer
R2760,43.181847,-41.641189,customer
R2761,39.686790,-41.289165,customer
R2762,40.221053,-38.016738,customer
R2763,38.367551,-42.798187,customer
R2764,39.892508,-36.651171,customer
R2765,39.814321,-44.370133,customer
R2766,38.056014,-39.316035,customer
R2767,39.005844,-42.025174,customer
R2768,38.524517,-38.656225,customer
R2769,42.680250,-41.077817,customer
R2770,41.873642,-43.327755,customer
R2771,42.672988,-42.338007,customer
R2772,39.936382,-38.167849,customer
R2773,40.350975,-43.683713,internal
R2774,40.048671,-43.131350,internal
R2775,43.269735,-41.097303,customer
R2776,41.057920,-39.402858,customer
R2777,43.009425,-37.793850,customer
R2778,41.307305,-41.502569,internal
R2779,38.892802,-39.694285,customer
R2780,40.483372,-44.240717,customer
R2781,40.172483,-44.434762,customer
R2782,41.397373,-43.151485,customer
R2783,39.378967,-42.676138,internal
R2784,40.626692,-41.976973,customer
R2785,41.661590,-37.563949,customer
R2786,40.609386,-43.489437,internal
R2787,41.784683,-37.632977,customer
R2788,40.531195,-38.517045,customer
R2789,41.420979,-39.253807,internal
R2790,40.343472,-44.355440,internal
R2791,39.912281,-43.726146,customer
R2792,38.273619,-42.928210,customer
R2793,42.597506,-40.997285,customer
R2794,42.809266,-40.402036,customer
R2795,41.414808,-41.152411,customer
R2796,40.583741,-43.859516,customer
R2797,39.718542,-40.025979,internal
R2798,39.151654,-42.014758,internal
R2799,37.101280,-40.965096,internal
R2800,39.472235,-41.414520,internal
R2801,40.402701,-43.977646,customer
R2802,43.006244,-40.681789,internal
R2803,40.715050,-39.734147,customer
R2804,43.258024,-39.920601,customer
R2805,36.953960,-39.447103,customer
R2806,40.567815,-43.708807,customer
R2807,40.182767,-38.223466,customer
R2808,38.248752,-42.710718,customer
R2809,37.813011,-41.956569,customer
R2810,40.629307,-42.896117,customer
R2811,36.994957,-41.910763,customer
R2812,41.630381,-37.674221,internal
R2813,37.886129,-38.350871,customer
R2814,36.495477,-41.116282,customer
R2815,43.177925,-40.925065,customer
R2816,38.006189,-41.573015,customer
R2817,36.495768,-38.683530,customer
R2818,37.179359,-39.325671,customer
R2819,39.944884,-43.322482,customer
R2820,39.628039,-44.540356,customer
R2821,40.929179,-42.394049,customer
R2822,39.010768,-42.429000,internal
R2823,40.494184,-38.212167,customer
R2824,42.488231,-40.921742,customer
R2825,39.226665,-44.377277,customer
R2826,38.293234,-42.937800,customer
R2827,40.144524,-43.875116,customer
R2828,38.149283,-39.868476,internal
R2829,39.329132,-42.191977,customer
R2830,39.502467,-43.739646,internal
R2831,42.420241,-41.967112,customer
R2832,41.331341,-43.419144,customer
R2833,40.102420,-38.833708,customer
R2834,39.267242,-42.061103,internal
R2835,39.817654,-37.810204,customer
R2836,40.672889,-39.003283,internal
R2837,37.702270,-41.663785,customer
R2838,39.416662,-42.630463,customer
R2839,42.025947,-43.259333,customer
R2840,39.829574,-38.930662,customer
R2841,38.608751,-40.048175,customer
R2842,38.634163,-43.357775,customer
R2843,42.280282,-41.067323,customer
R2844,38.431702,-39.018981,customer
R2845,42.847762,-38.894558,customer
R2846,40.388858,-44.097005,internal
R2847,41.054526,-42.873567,customer
R2848,41.686980,-40.981510,customer
R2849,38.736347,-42.128393,internal
R2850,41.695885,-39.646162,customer
R2851,43.663482,-41.917228,customer
R2852,36.848174,-40.582364,customer
R2853,37.973015,-41.758644,customer
R2854,40.802410,-38.964230,customer
R2855,39.020351,-42.248490,internal
R2856,37.205833,-39.147837,internal
R2857,39.868158,-43.104539,customer
R2858,39.817526,-40.583156,customer
R2859,40.552898,-39.413341,customer
R2860,21.856382,-147.636173,internal
R2861,39.823988,-41.080908,customer
R2862,43.703218,-41.449142,internal
R2863,39.451543,-43.673990,customer
R2864,42.554530,-40.745223,customer
R2865,37.366211,-40.077044,internal
R2866,42.260417,-42.294009,customer
R2867,41.754194,-37.573876,customer
R2868,40.187177,-44.484210,internal
R2869,38.340426,-38.883875,customer
R2870,43.469100,-37.489663,customer
R2871,39.833822,-37.497831,customer
R2872,40.431640,-43.960453,customer
R2873,42.003375,-43.677192,customer
R2874,42.263215,-36.990792,customer
R2875,37.662932,-41.843035,customer
R2876,39.833044,-37.501699,customer
R2877,38.026670,-41.781565,internal
R2878,40.321236,-42.582821,customer
R2879,40.394632,-44.517995,customer
R2880,41.589650,-41.717275,customer
R2881,41.539742,-37.614957,customer
R2882,38.407133,-41.560465,customer
R2883,36.967212,-38.520004,customer
R2884,40.209053,-38.533543,internal
R2885,38.940751,-40.224872,customer
R2886,38.121220,-43.376552,customer
R2887,40.905947,-38.257726,customer
R2888,39.638577,-37.793742,customer
R2889,38.027281,-42.421368,customer
R2890,42.155638,-38.023051,customer
R2891,38.664502,-42.446385,customer
R2892,38.456510,-39.799725,customer
R2893,38.552099,-42.985533,customer
R2894,38.607274,-40.212568,internal
R2895,37.078664,-42.710948,internal
R2896,40.034501,-39.655514,internal
R2897,41.367091,-37.931673,customer
R2898,41.724632,-41.096758,internal
R2899,40.551860,-43.592753,customer
R2900,40.622026,-42.654034,customer
R2901,38.962752,-42.960702,customer
R2902,41.470117,-41.499390,internal
R2903,37.268923,-38.985664,customer
R2904,40.604981,-38.583286,internal
R2905,37.415666,-38.083630,customer
R2906,37.918488,-40.066312,customer
R2907,42.687888,-41.275734,customer
R2908,40.034690,-44.362780,customer
R2909,39.831278,-43.852753,internal
R2910,39.809425,-44.077344,internal
R2911,39.467703,-43.586687,customer
R2912,41.049734,-42.311015,customer
R2913,40.330431,-38.366151,internal
R2914,40.242566,-43.599029,customer
R2915,37.871464,-41.859268,internal
R2916,36.883829,-38.767469,customer
R2917,38.964405,-41.672594,customer
R2918,40.847597,-44.309603,customer
R2919,40.038025,-37.237691,customer
R2920,39.418322,-42.527066,internal
R2921,39.567853,-44.257767,customer
R2922,40.331597,-38.284424,customer
R2923,42.641421,-40.737771,customer
R2924,37.202059,-39.688448,customer
R2925,39.088743,-40.826835,customer
R2926,39.217178,-42.631545,customer
R2927,38.150146,-40.496830,customer
R2928,39.958130,-38.245262,customer
R2929,40.532097,-36.830662,customer
R2930,40.653476,-38.876795,internal
R2931,42.283989,-41.318990,internal
R2932,37.583353,-41.240887,customer
R2933,38.165609,-38.948013,customer
R2934,39.620807,-43.881008,internal
R2935,37.613585,-41.841856,customer
R2936,37.021260,-34.605680,internal
R2937,40.724823,-39.518036,customer
R2938,37.087933,-38.050185,customer
R2939,40.497538,-39.817888,customer
R2940,39.214517,-42.361557,internal
R2941,37.881887,-42.248658,internal
R2942,38.691019,-39.803750,internal
R2943,39.059688,-42.468679,customer
R2944,38.222959,-43.934491,internal
R2945,40.077172,-44.035787,customer
R2946,40.345276,-44.260095,customer
R2947,40.112985,-43.941117,customer
R2948,41.272699,-41.339204,customer
R2949,38.163956,-40.989920,customer
R2950,38.825479,-42.198861,internal
R2951,39.181550,-42.091014,internal
R2952,41.594482,-37.420847,customer
R2953,38.377663,-39.984404,internal
R2954,41.541831,-37.713935,customer
R2955,38.145235,-39.869354,customer
R2956,41.357907,-41.254445,customer
R2957,40.052883,-44.044965,customer
R2958,39.440801,-37.930234,customer
R2959,40.469751,-43.883716,customer
R2960,40.511252,-38.481488,internal
R2961,38.122897,-41.890578,internal
R2962,38.351758,-43.598321,customer
R2963,38.943213,-42.673327,internal
R2964,40.638659,-42.328153,customer
R2965,40.552697,-43.613746,internal
R2966,38.418210,-39.593410,internal
R2967,40.705934,-40.790277,customer
R2968,42.679816,-40.662950,internal
R2969,39.050486,-42.088458,customer
R2970,40.184761,-38.139995,customer
R2971,39.272378,-42.516553,internal
R2972,38.451338,-42.078271,customer
R2973,40.233853,-44.489169,customer
R2974,38.929934,-42.353247,internal
R2975,39.036337,-42.529107,internal
R2976,38.326469,-41.899122,customer
R2977,39.800996,-37.162289,customer
R2978,40.036491,-38.776643,internal
R2979,37.219594,-39.405809,internal
R2980,42.342381,-42.885699,customer
R2981,38.599304,-38.899436,customer
R2982,37.368755,-41.785896,customer
R2983,41.338358,-41.322471,customer
R2984,37.191181,-39.304725,internal
R2985,40.593820,-43.189300,internal
R2986,38.137331,-40.763588,customer
R2987,38.681591,-39.839555,internal
R2988,38.523240,-41.813589,customer
R2989,41.139124,-42.107511,customer
R2990,39.316894,-36.641602,internal
R2991,37.910232,-39.042005,customer
R2992,40.993168,-41.288369,customer
R2993,41.782626,-38.050779,customer
R2994,39.603939,-42.746484,customer
R2995,40.480815,-39.783918,customer
R2996,37.003612,-39.539343,customer
R2997,41.064330,-39.124766,internal
R2998,40.654154,-40.477589,customer
R2999,37.868282,-42.210534,customer
R3000,41.117331,-42.787387,customer
R3001,37.344053,-37.319983,customer
R3002,39.672176,-37.978623,customer
R3003,40.165873,-43.464856,customer
R3004,39.568816,-43.041178,customer
R3005,36.900911,-38.518959,customer
R3006,37.243219,-39.049192,customer
R3007,41.112189,-39.186753,customer
R3008,41.937711,-40.531531,customer
R3009,37.472888,-41.436545,customer
R3010,40.390508,-44.336845,customer
R3011,38.555581,-42.236905,customer
R3012,40.446921,-36.674054,internal
R3013,37.261433,-42.407520,customer
R3014,41.793654,-43.550909,customer
R3015,40.201741,-44.612446,customer
R3016,41.476540,-41.317937,internal
R3017,39.275956,-43.382554,customer
R3018,41.286343,-36.913659,customer
R3019,38.577759,-43.149214,internal
R3020,38.403387,-39.769492,internal
R3021,42.356246,-40.949955,customer
R3022,42.806227,-40.904849,customer
R3023,36.664026,-41.928861,internal
R3024,40.749062,-41.105146,customer
R3025,40.260298,-43.673972,customer
R3026,40.700009,-37.777672,customer
R3027,40.136196,-43.716059,customer
R3028,40.492390,-38.752157,customer
R3029,38.863575,-42.393785,customer
R3030,40.346939,-38.521627,customer
R3031,39.255012,-42.826682,internal
R3032,41.512467,-42.794632,internal
R3033,39.330100,-43.127638,internal
R3034,37.633100,-40.990090,customer
R3035,37.351486,-42.098330,customer
R3036,37.120952,-39.520455,customer
R3037,44.127364,-42.289104,internal
R3038,42.677772,-40.904386,internal
R3039,40.042167,-43.550301,internal
R3040,40.833036,-39.300521,internal
R3041,37.108228,-39.461264,internal
R3042,37.993017,-40.409673,customer
R3043,36.798405,-41.969803,customer
R3044,39.675033,-39.275547,customer
R3045,37.930364,-44.026478,customer
R3046,38.189154,-41.525731,customer
R3047,38.421438,-38.745063,customer
R3048,42.867989,-40.847408,customer
R3049,39.816257,-40.192876,internal
R3050,42.887760,-37.500259,customer
R3051,39.793459,-42.424240,customer
R3052,38.599494,-42.365131,customer
R3053,40.343722,-44.241987,customer
R3054,40.193635,-44.314410,customer
R3055,40.022919,-43.891318,customer
R3056,39.369214,-39.015503,customer
R3057,39.808789,-42.423238,internal
R3058,38.741432,-44.616697,internal
R3059,37.952634,-38.413990,customer
R3060,39.135155,-42.178282,internal
R3061,40.010964,-43.931833,customer
R3062,37.449658,-40.465134,internal
R3063,39.192212,-42.725106,customer
R3064,40.795600,-44.183031,customer
R3065,36.829264,-38.247587,internal
R3066,39.508689,-38.432341,customer
R3067,38.825819,-42.166620,internal
R3068,43.576470,-41.008201,customer
R3069,40.456157,-44.192378,customer
R3070,37.523161,-38.636924,customer
R3071,41.427963,-37.646051,customer
R3072,40.320242,-44.008131,customer
R3073,37.994584,-41.546816,customer
R3074,37.420967,-42.826522,internal
R3075,38.460916,-42.070362,customer
R3076,37.535982,-41.640979,customer
R3077,37.354362,-41.686663,internal
R3078,40.340876,-44.133504,customer
R3079,41.291625,-41.411781,customer
R3080,40.480449,-44.552666,internal
R3081,37.995271,-41.852471,customer
R3082,38.822462,-42.115192,internal
R3083,39.849007,-44.187475,internal
R3084,41.610368,-39.273912,customer
R3085,40.013965,-37.895863,internal
R3086,40.054623,-43.822441,customer
R3087,40.333818,-39.040155,internal
R3088,43.474556,-40.550739,internal
R3089,38.531296,-40.892604,customer
R3090,38.652462,-43.351086,customer
R3091,37.991207,-41.833044,internal
R3092,40.484853,-43.278885,internal
R3093,41.144548,-42.168196,internal
R3094,38.831506,-39.125068,customer
R3095,40.128955,-37.444198,customer
R3096,40.662565,-44.831592,customer
R3097,34.658321,-41.669040,internal
R3098,41.026547,-41.037508,customer
R3099,41.991179,-42.845763,customer
R3100,39.643573,-43.736382,internal
R3101,40.011890,-43.032697,customer
R3102,36.485737,-41.130689,customer
R3103,38.492863,-40.996706,customer
R3104,40.434320,-38.679917,internal
R3105,40.021741,-43.949893,customer
R3106,39.639007,-38.877491,customer
R3107,40.175509,-38.497869,customer
R3108,37.502595,-39.499806,customer
R3109,39.828840,-43.497493,customer
R3110,41.195704,-42.556915,customer
R3111,37.333308,-41.887510,customer
R3112,40.735140,-43.712460,customer
R3113,42.916263,-37.436994,customer
R3114,39.150070,-42.778428,internal
R3115,40.228885,-44.118903,customer
R3116,37.299484,-39.362655,customer
R3117,39.736950,-42.979111,customer
R3118,38.745884,-42.279345,customer
R3119,40.576289,-51.234202,internal
R3120,42.434396,-40.868629,customer
R3121,35.253290,-45.250402,internal
R3122,39.192971,-40.759384,customer
R3123,41.605466,-37.065583,customer
R3124,39.843148,-36.369289,customer
R3125,37.327020,-37.374235,internal
R3126,41.781943,-41.275154,internal
R3127,38.890780,-42.314560,customer
R3128,38.234472,-42.689421,customer
R3129,36.959053,-39.221701,internal
R3130,39.828578,-37.327836,customer
R3131,38.923776,-39.212036,internal
R3132,38.116910,-39.504472,internal
R3133,37.767742,-41.709364,customer
R3134,40.220399,-44.111187,customer
R3135,37.817122,-43.120337,customer
R3136,41.964203,-42.025007,internal
R3137,39.207097,-42.238572,internal
R3138,39.125087,-42.824153,internal
R3139,40.984289,-43.420839,customer
R3140,38.719436,-38.969988,customer
R3141,41.513298,-37.794793,customer
R3142,39.789423,-44.102085,internal
R3143,42.545000,-40.398664,customer
R3144,29.979826,-125.369947,internal
R3145,41.329736,-36.485606,internal
R3146,42.588721,-40.973018,customer
R3147,42.483675,-37.145290,customer
R3148,41.528074,-37.773421,customer
R3149,39.235736,-42.196120,customer
R3150,41.079337,-41.023256,internal
R3151,40.899267,-37.667337,customer
R3152,40.172787,-44.299617,internal
R3153,42.701583,-41.171030,internal
R3154,38.164579,-39.965311,customer
R3155,38.647710,-42.633680,customer
R3156,40.207795,-38.771625,customer
R3157,40.394373,-43.215523,internal
R3158,39.058797,-42.339803,internal
R3159,39.071764,-44.650305,customer
R3160,36.616758,-40.628949,customer
R3161,39.131735,-42.254367,internal
R3162,39.468026,-42.402624,customer
R3163,39.692980,-44.376978,customer
R3164,39.366609,-42.528435,internal
R3165,42.756358,-40.750650,internal
R3166,42.458240,-37.665021,customer
R3167,37.946250,-37.855888,customer
R3168,40.209972,-37.491239,customer
R3169,43.396081,-37.923035,internal
R3170,39.527450,-43.956427,customer
R3171,36.681790,-40.429917,customer
R3172,42.244992,-36.915410,customer
R3173,37.923929,-42.393008,internal
R3174,42.319405,-43.744683,customer
R3175,40.961307,-42.461481,internal
R3176,40.244635,-43.525353,customer
R3177,41.270413,-43.548669,customer
R3178,41.757772,-42.969692,customer
R3179,37.105445,-34.540571,internal
R3180,38.411432,-44.023316,customer
R3181,39.973899,-41.766244,internal
R3182,37.704659,-41.955031,customer
R3183,42.365176,-40.865095,customer
R3184,37.861889,-42.423813,customer
R3185,38.714756,-43.185754,internal
R3186,41.326523,-37.613426,customer
R3187,40.152030,-43.824570,customer
R3188,42.515657,-39.598551,customer
R3189,37.009834,-42.729399,customer
R3190,41.726533,-41.076788,customer
R3191,39.965286,-44.515441,internal
R3192,37.619660,-41.044205,internal
R3193,41.855212,-42.463836,customer
R3194,40.012711,-37.387876,customer
R3195,39.465987,-43.584881,internal
R3196,39.801559,-41.994836,customer
R3197,39.685274,-42.369530,customer
R3198,36.802423,-39.662308,customer
R3199,42.547936,-41.026000,internal
R3200,40.159532,-44.187653,internal
R3201,39.476509,-42.553379,internal
R3202,41.581502,-41.357030,internal
R3203,38.254597,-40.383026,customer
R3204,39.990681,-44.243146,internal
R3205,37.535197,-40.054936,customer
R3206,44.107115,-41.533446,internal
R3207,38.779628,-41.734216,customer
R3208,42.381174,-39.652689,customer
R3209,38.125701,-41.684707,internal
R3210,37.713432,-41.988746,customer
R3211,37.726196,-37.270341,customer
R3212,36.794097,-41.696891,customer
R3213,43.650387,-41.744375,customer
R3214,42.710786,-39.965278,customer
R3215,40.436574,-43.886248,customer
R3216,38.493050,-39.636272,internal
R3217,38.583482,-40.320497,internal
R3218,40.908672,-42.090759,customer
R3219,38.210277,-42.490960,internal
R3220,41.998900,-39.297176,customer
R3221,41.519602,-38.751188,internal
R3222,40.100970,-43.885459,customer
R3223,37.031389,-42.961777,customer
R3224,41.268936,-37.366883,customer
R3225,36.885685,-39.369690,internal
R3226,38.848940,-42.289049,customer
R3227,37.352507,-37.611451,internal
R3228,43.433984,-42.316595,customer
R3229,39.887407,-43.964170,customer
R3230,40.060287,-44.298977,internal
R3231,41.304202,-37.757034,customer
R3232,39.040161,-42.633637,customer
R3233,41.473965,-37.893674,internal
R3234,41.714445,-41.329151,customer
R3235,40.349416,-42.986976,customer
R3236,41.115358,-43.908026,customer
R3237,38.046374,-39.910248,internal
R3238,39.221757,-42.670587,internal
R3239,38.142953,-37.524089,customer
R3240,40.347231,-44.366644,internal
R3241,41.540752,-37.506336,internal
R3242,41.847221,-37.323196,internal
R3243,40.285962,-39.171058,customer
R3244,37.824725,-41.631894,internal
R3245,37.440217,-41.024122,internal
R3246,41.631316,-40.403397,customer
R3247,39.388732,-42.431246,internal
R3248,41.466152,-41.531887,internal
R3249,36.952156,-39.243450,internal
R3250,38.826768,-40.312299,internal
R3251,39.367857,-40.717271,customer
R3252,42.007832,-37.498499,customer
R3253,42.360475,-38.880698,customer
R3254,40.300704,-44.089358,internal
R3255,40.394806,-43.934215,internal
R3256,39.155882,-43.185878,customer
R3257,37.148204,-41.554736,internal
R3258,39.901830,-40.312213,internal
R3259,37.036894,-41.318647,customer
R3260,37.357584,-42.166298,customer
R3261,41.323236,-37.135502,customer
R3262,41.384873,-37.763585,customer
R3263,39.292134,-42.318732,customer
R3264,42.406097,-41.047982,internal
R3265,40.321922,-44.067504,internal
R3266,37.800817,-41.895979,customer
R3267,40.383982,-44.302473,customer
R3268,43.778311,-40.938639,customer
R3269,40.723110,-43.171697,customer
R3270,37.134506,-39.251310,internal
R3271,37.279532,-41.274441,internal
R3272,38.008485,-42.743288,customer
R3273,38.922414,-42.236810,customer
R3274,41.936675,-41.896962,customer
R3275,37.648543,-40.606666,internal
R3276,42.510618,-41.014438,internal
R3277,38.610227,-40.790441,customer
R3278,37.403881,-39.469516,internal
R3279,40.345692,-36.494830,customer
R3280,41.143000,-40.208463,internal
R3281,41.672358,-37.165642,internal
R3282,41.327630,-37.326105,customer
R3283,42.444809,-42.887062,customer
R3284,40.979553,-38.831554,customer
R3285,36.416600,-40.576074,customer
R3286,38.089560,-44.155644,internal
R3287,36.882696,-39.389447,internal
R3288,36.953740,-42.675104,customer
R3289,40.577977,-43.783223,internal
R3290,40.333125,-43.389106,customer
R3291,39.255001,-43.180675,customer
R3292,41.471631,-37.827653,customer
R3293,37.555728,-42.060722,customer
R3294,40.150909,-44.425031,internal
R3295,37.719656,-37.675281,customer
R3296,39.061568,-43.207005,customer
R3297,37.268762,-39.443050,internal
R3298,41.872441,-42.750176,customer
R3299,39.287186,-42.825055,customer
R3300,39.700421,-39.098828,customer
R3301,39.796232,-43.602403,customer
R3302,36.861356,-39.332243,customer
R3303,39.337156,-42.048459,internal
R3304,39.891790,-44.106368,customer
R3305,39.687044,-43.842435,customer
R3306,42.264080,-42.552185,internal
R3307,41.565802,-37.753060,internal
R3308,38.553444,-42.718104,internal
R3309,42.536121,-39.804499,customer
R3310,36.666604,-41.333462,customer
R3311,38.782411,-39.772108,customer
R3312,41.533203,-41.421868,customer
R3313,39.008931,-42.223712,internal
R3314,37.170961,-40.195050,customer
R3315,37.420339,-42.710073,customer
R3316,41.203383,-36.843148,internal
R3317,40.329906,-41.559204,customer
R3318,40.130013,-44.676968,customer
R3319,41.144892,-44.023501,customer
R3320,41.587698,-41.882406,customer
R3321,38.339738,-38.540057,customer
R3322,41.672584,-37.765290,customer
R3323,41.360455,-41.081359,internal
R3324,41.528139,-41.455356,customer
R3325,36.769356,-40.297174,customer
R3326,38.969901,-41.432747,customer
R3327,43.548651,-41.992000,customer
R3328,41.414956,-41.073951,customer
R3329,41.358931,-41.416321,internal
